name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1625 b,7536,30.6 Earths,16.227,2016
Kepler-1626 b,4465,4.74 Earths,14.357,2016
Kepler-1627 b,1035,13.2 Earths,13.111,2016
Kepler-1628 b,1148,33.8 Earths,17.8298,2016
Kepler-1629 b,1096,0.381 Earths,12.786,2016
Kepler-162 b,2791,2.13 Earths,14.351,2014
Kepler-162 c,2791,9.43 Earths,14.351,2014
Kepler-1630 b,1080,5.43 Earths,14.278,2016
Kepler-1631 b,4260,2.39 Earths,15.673,2016
Kepler-1632 b,2338,6.66 Earths,13.22,2016
Kepler-1633 b,3637,3.12 Earths,13.516,2016
Kepler-1634 b,2014,10.3 Earths,14.636,2016
Kepler-1635 b,3489,12.9 Earths,15.82,2016
Kepler-1636 b,6353,10.5 Earths,15.807,2016
Kepler-1637 b,1850,0.64 Earths,13.375,2016
Kepler-1638 b,4976,4.16 Earths,14.769,2016
Kepler-1639 b,3364,7.18 Earths,14.593,2016
Kepler-163 b,2250,1.16 Earths,14.467,2014
Kepler-163 c,2250,5.73 Earths,14.467,2014
Kepler-1640 b,6067,20.7 Earths,14.754,2016
Kepler-1641 b,2807,9.85 Earths,14.49,2016
Kepler-1641 c,2807,9.01 Earths,14.49,2016
Kepler-1642 b,1350,10.3 Earths,14.319,2016
Kepler-1642 c,1350,7.56 Earths,14.319,2016
Kepler-1643 b,1115,5.9 Earths,14.072,2016
Kepler-1644 b,2053,4.19 Earths,14.397,2016
Kepler-1639 b,3364,7.18 Earths,14.593,2016
Kepler-163 b,2250,1.16 Earths,14.467,2014
Kepler-163 c,2250,5.73 Earths,14.467,2014
Kepler-1640 b,6067,20.7 Earths,14.754,2016
Kepler-1641 b,2807,9.85 Earths,14.49,2016
Kepler-1641 c,2807,9.01 Earths,14.49,2016
Kepler-1642 b,1350,10.3 Earths,14.319,2016
Kepler-1642 c,1350,7.56 Earths,14.319,2016
Kepler-1643 b,1115,5.9 Earths,14.072,2016
Kepler-1644 b,2053,4.19 Earths,14.397,2016
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1646 b,416,2.04 Earths,16.8419,2016
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-1649 c,301,1.2 Earths,17.95,2020
Kepler-164 b,2906,2.57 Earths,14.379,2014
Kepler-164 c,2906,7.9 Earths,14.379,2014
Kepler-164 d,2906,6.57 Earths,14.379,2014
Kepler-1650 b,438,0.84 Earths,17.07,2017
Kepler-1651 b,217,4.04 Earths,13.86,2017
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5 Earths,11.045,2018
Kepler-1656 b,606,0.15291 Jupiters,11.64,2018
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5 Earths,11.045,2018
Kepler-1656 b,606,0.15291 Jupiters,11.64,2018
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1664 b,2044,9.45 Earths,13.621,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1671 b,1165,2.32 Earths,13.439,2020
Kepler-1672 b,1276,9.11 Earths,12.548,2020
Kepler-1673 b,2372,8.93 Earths,13.783,2020
Kepler-1674 b,3303,10.4 Earths,15.697,2020
Kepler-1675 b,2124,9.93 Earths,13.672,2020
Kepler-1676 b,,11.3 Earths,13.485,2020
Kepler-1677 b,2399,7.76 Earths,13.806,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
Kepler-1679 b,2966,4.93 Earths,15.327,2020
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1671 b,1165,2.32 Earths,13.439,2020
Kepler-1672 b,1276,9.11 Earths,12.548,2020
Kepler-1673 b,2372,8.93 Earths,13.783,2020
Kepler-1674 b,3303,10.4 Earths,15.697,2020
Kepler-1675 b,2124,9.93 Earths,13.672,2020
Kepler-1676 b,,11.3 Earths,13.485,2020
Kepler-1677 b,2399,7.76 Earths,13.806,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
Kepler-1679 b,2966,4.93 Earths,15.327,2020
Kepler-167 b,1115,3.24 Earths,14.284,2014
Kepler-167 c,1115,3.01 Earths,14.284,2014
Kepler-167 d,1115,1.83 Earths,14.284,2016
Kepler-167 e,1115,0.231 Jupiters,14.284,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
Kepler-1681 b,2474,7.05 Earths,14.646,2020
Kepler-1682 b,3783,8.7 Earths,15.907,2020
Kepler-1683 b,2392,4.17 Earths,14.962,2020
Kepler-1684 b,2029,8.6 Earths,15.951,2020
Kepler-1685 b,3725,7.16 Earths,16.096,2020
Kepler-1686 b,2381,2.62 Earths,13.661,2020
Kepler-1687 b,1360,3.38 Earths,15.928,2020
Kepler-1688 b,1851,2.13 Earths,14.142,2020
Kepler-1689 b,959,0.799 Earths,12.227,2020
Kepler-168 b,4383,2.73 Earths,14.842,2014
Kepler-168 c,4383,7.7 Earths,14.842,2014
Kepler-1690 b,2296,8.3 Earths,14.882,2020
Kepler-1691 b,4135,4.02 Earths,14.893,2020
Kepler-1692 b,1928,1.42 Earths,14.674,2020
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-1686 b,2381,2.62 Earths,13.661,2020
Kepler-1687 b,1360,3.38 Earths,15.928,2020
Kepler-1688 b,1851,2.13 Earths,14.142,2020
Kepler-1689 b,959,0.799 Earths,12.227,2020
Kepler-168 b,4383,2.73 Earths,14.842,2014
Kepler-168 c,4383,7.7 Earths,14.842,2014
Kepler-1690 b,2296,8.3 Earths,14.882,2020
Kepler-1691 b,4135,4.02 Earths,14.893,2020
Kepler-1692 b,1928,1.42 Earths,14.674,2020
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-1695 b,2581,1.46 Earths,14.762,2020
Kepler-1696 b,4914,8.29 Earths,15.505,2020
Kepler-1697 b,808,2.12 Earths,13.556,2020
Kepler-1698 b,725,1.25 Earths,13.054,2020
Kepler-1699 b,2671,3.08 Earths,14.836,2020
Kepler-169 b,1326,1.51 Earths,14.424,2014
Kepler-169 c,1326,1.92 Earths,14.424,2014
Kepler-169 d,1326,2.1 Earths,14.424,2014
Kepler-169 e,1326,5.48 Earths,14.424,2014
Kepler-169 f,1326,7.18 Earths,14.424,2014
Kepler-16 b,245,0.333 Jupiters,12.144,2011
Kepler-1700 b,2341,8.76 Earths,13.764,2020
Kepler-1701 b,1905,5.57 Earths,14.722,2020
Kepler-1702 b,2796,3.2 Earths,16.231,2020
Kepler-1703 b,2894,9.2 Earths,13.831,2021
Kepler-1703 c,2894,10.36 Earths,13.831,2021
Kepler-170 b,2409,0.26 Jupiters,14.344,2014
Kepler-170 c,2409,8.55 Earths,14.344,2014
Kepler-171 b,2818,6.08 Earths,15.101,2014
Kepler-169 f,1326,7.18 Earths,14.424,2014
Kepler-16 b,245,0.333 Jupiters,12.144,2011
Kepler-1700 b,2341,8.76 Earths,13.764,2020
Kepler-1701 b,1905,5.57 Earths,14.722,2020
Kepler-1702 b,2796,3.2 Earths,16.231,2020
Kepler-1703 b,2894,9.2 Earths,13.831,2021
Kepler-1703 c,2894,10.36 Earths,13.831,2021
Kepler-170 b,2409,0.26 Jupiters,14.344,2014
Kepler-170 c,2409,8.55 Earths,14.344,2014
Kepler-171 b,2818,6.08 Earths,15.101,2014
Kepler-171 c,2818,7.08 Earths,15.101,2014
Kepler-171 d,2818,4.23 Earths,15.101,2014
Kepler-172 b,2703,6.12 Earths,14.703,2014
Kepler-172 c,2703,8.55 Earths,14.703,2014
Kepler-172 d,2703,5.69 Earths,14.703,2014
Kepler-172 e,2703,8.05 Earths,14.703,2014
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-173 c,2718,6.48 Earths,14.357,2014
Kepler-174 b,1255,4.5 Earths,14.53,2014
Kepler-174 c,1255,2.83 Earths,14.53,2014
Kepler-174 d,1255,5.43 Earths,14.53,2014
Kepler-175 b,4281,7.08 Earths,15.225,2014
Kepler-175 c,4281,9.8 Earths,15.225,2014
Kepler-176 b,1720,2.63 Earths,14.767,2014
Kepler-176 c,1720,23 Earths,14.767,2014
Kepler-176 d,1720,15.2 Earths,14.767,2014
Kepler-176 e,1720,2.7 Earths,14.767,2016
Kepler-177 b,4682,5.84 Earths,15.171,2013
Kepler-177 c,4682,14.7 Earths,15.171,2013
Kepler-178 b,2336,8.75 Earths,14.876,2014
Kepler-174 d,1255,5.43 Earths,14.53,2014
Kepler-175 b,4281,7.08 Earths,15.225,2014
Kepler-175 c,4281,9.8 Earths,15.225,2014
Kepler-176 b,1720,2.63 Earths,14.767,2014
Kepler-176 c,1720,23 Earths,14.767,2014
Kepler-176 d,1720,15.2 Earths,14.767,2014
Kepler-176 e,1720,2.7 Earths,14.767,2016
Kepler-177 b,4682,5.84 Earths,15.171,2013
Kepler-177 c,4682,14.7 Earths,15.171,2013
Kepler-178 b,2336,8.75 Earths,14.876,2014
Kepler-174 d,1255,5.43 Earths,14.53,2014
Kepler-175 b,4281,7.08 Earths,15.225,2014
Kepler-175 c,4281,9.8 Earths,15.225,2014
Kepler-176 b,1720,2.63 Earths,14.767,2014
Kepler-176 c,1720,23 Earths,14.767,2014
Kepler-176 d,1720,15.2 Earths,14.767,2014
Kepler-176 e,1720,2.7 Earths,14.767,2016
Kepler-177 b,4682,5.84 Earths,15.171,2013
Kepler-177 c,4682,14.7 Earths,15.171,2013
Kepler-178 b,2336,8.75 Earths,14.876,2014
Kepler-178 c,2336,8.65 Earths,14.876,2014
Kepler-178 d,2336,14.8 Earths,14.876,2014
Kepler-179 b,1976,3.33 Earths,14.772,2014
Kepler-179 c,1976,4.66 Earths,14.772,2014
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-182 b,5053,7.18 Earths,14.942,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-183 b,3427,4.9 Earths,14.993,2014
Kepler-183 c,3427,35.7 Earths,14.993,2014
Kepler-184 b,1991,6.17 Earths,14.42,2014
Kepler-184 c,1991,8.8 Earths,14.42,2014
Kepler-184 d,1991,6.76 Earths,14.42,2014
Kepler-185 b,1522,1.71 Earths,14.562,2014
Kepler-185 c,1522,4.74 Earths,14.562,2014
Kepler-186 b,579,1.24 Earths,15.138,2014
Kepler-186 c,579,2.1 Earths,15.138,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-183 b,3427,4.9 Earths,14.993,2014
Kepler-183 c,3427,35.7 Earths,14.993,2014
Kepler-184 b,1991,6.17 Earths,14.42,2014
Kepler-184 c,1991,8.8 Earths,14.42,2014
Kepler-184 d,1991,6.76 Earths,14.42,2014
Kepler-185 b,1522,1.71 Earths,14.562,2014
Kepler-185 c,1522,4.74 Earths,14.562,2014
Kepler-186 b,579,1.24 Earths,15.138,2014
Kepler-186 c,579,2.1 Earths,15.138,2014
Kepler-18 c,1413,17.3 Earths,13.771,2011
Kepler-18 d,1413,16.4 Earths,13.771,2011
Kepler-190 b,1414,3.05 Earths,14.336,2014
Kepler-190 c,1414,2.73 Earths,14.336,2014
Kepler-191 b,1939,2.36 Earths,14.987,2014
Kepler-191 c,1939,4.12 Earths,14.987,2014
Kepler-191 d,1939,5.82 Earths,14.987,2016
Kepler-192 b,2126,7.95 Earths,14.308,2014
Kepler-192 c,2126,8.2 Earths,14.308,2014
Kepler-192 d,2126,1.04 Earths,14.308,2016
Kepler-18 c,1413,17.3 Earths,13.771,2011
Kepler-18 d,1413,16.4 Earths,13.771,2011
Kepler-190 b,1414,3.05 Earths,14.336,2014
Kepler-190 c,1414,2.73 Earths,14.336,2014
Kepler-191 b,1939,2.36 Earths,14.987,2014
Kepler-191 c,1939,4.12 Earths,14.987,2014
Kepler-191 d,1939,5.82 Earths,14.987,2016
Kepler-192 b,2126,7.95 Earths,14.308,2014
Kepler-192 c,2126,8.2 Earths,14.308,2014
Kepler-192 d,2126,1.04 Earths,14.308,2016
Kepler-197 c,1078,5.3 Earths,11.775,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-197 e,1078,0.693 Earths,11.775,2014
Kepler-198 b,1616,8.35 Earths,13.684,2014
Kepler-198 c,1616,6.66 Earths,13.684,2014
Kepler-198 d,1616,2.96 Earths,13.684,2016
Kepler-199 b,1700,9.85 Earths,13.796,2014
Kepler-199 c,1700,10.6 Earths,13.796,2014
Kepler-19 b,713,8.4 Earths,12.035,2011
Kepler-19 c,713,13.1 Earths,12.035,2011
Kepler-197 c,1078,5.3 Earths,11.775,2014
Kepler-197 d,1078,1.98 Earths,11.775,2014
Kepler-197 e,1078,0.693 Earths,11.775,2014
Kepler-198 b,1616,8.35 Earths,13.684,2014
Kepler-198 c,1616,6.66 Earths,13.684,2014
Kepler-198 d,1616,2.96 Earths,13.684,2016
Kepler-199 b,1700,9.85 Earths,13.796,2014
Kepler-199 c,1700,10.6 Earths,13.796,2014
Kepler-19 b,713,8.4 Earths,12.035,2011
Kepler-19 c,713,13.1 Earths,12.035,2011
Kepler-204 b,2240,6.94 Earths,13.977,2014
Kepler-204 c,2240,3.86 Earths,13.977,2014
Kepler-205 b,521,2.89 Earths,13.779,2014
Kepler-205 c,521,3.33 Earths,13.779,2014
Kepler-206 b,1939,1.87 Earths,13.507,2014
Kepler-206 c,1939,3.78 Earths,13.507,2014
Kepler-206 d,1939,1.81 Earths,13.507,2014
Kepler-207 b,2856,3.09 Earths,13.164,2014
Kepler-207 c,2856,2.86 Earths,13.164,2014
Kepler-207 d,2856,11 Earths,13.164,2014
Kepler-204 b,2240,6.94 Earths,13.977,2014
Kepler-204 c,2240,3.86 Earths,13.977,2014
Kepler-205 b,521,2.89 Earths,13.779,2014
Kepler-205 c,521,3.33 Earths,13.779,2014
Kepler-206 b,1939,1.87 Earths,13.507,2014
Kepler-206 c,1939,3.78 Earths,13.507,2014
Kepler-206 d,1939,1.81 Earths,13.507,2014
Kepler-207 b,2856,3.09 Earths,13.164,2014
Kepler-207 c,2856,2.86 Earths,13.164,2014
Kepler-207 d,2856,11 Earths,13.164,2014
Kepler-204 b,2240,6.94 Earths,13.977,2014
Kepler-204 c,2240,3.86 Earths,13.977,2014
Kepler-205 b,521,2.89 Earths,13.779,2014
Kepler-205 c,521,3.33 Earths,13.779,2014
Kepler-206 b,1939,1.87 Earths,13.507,2014
Kepler-206 c,1939,3.78 Earths,13.507,2014
Kepler-206 d,1939,1.81 Earths,13.507,2014
Kepler-207 b,2856,3.09 Earths,13.164,2014
Kepler-207 c,2856,2.86 Earths,13.164,2014
Kepler-207 d,2856,11 Earths,13.164,2014
Kepler-208 b,2529,3.29 Earths,13.561,2014
Kepler-208 c,2529,2.51 Earths,13.561,2014
Kepler-208 d,2529,1.87 Earths,13.561,2014
Kepler-208 e,2529,2.79 Earths,13.561,2014
Kepler-209 b,1882,5.73 Earths,14.132,2014
Kepler-209 c,1882,9.8 Earths,14.132,2014
Kepler-20 b,922,9.7 Earths,12.61,2011
Kepler-20 c,922,12.75 Earths,12.61,2011
Kepler-20 d,922,10.07 Earths,12.61,2011
Kepler-20 e,922,3.08 Earths,12.61,2011
Kepler-20 f,922,14.3 Earths,12.61,2011
Kepler-20 g,922,19.96 Earths,12.61,2016
Kepler-210 b,759,8.96 Earths,14.126,2014
Kepler-210 c,759,12.8 Earths,14.126,2014
Kepler-211 b,1009,2.13 Earths,13.448,2014
Kepler-211 c,1009,18.3 Earths,13.448,2014
Kepler-212 b,2242,1.32 Earths,13.129,2014
Kepler-212 c,2242,7.95 Earths,13.129,2014
Kepler-213 b,2071,3.26 Earths,13.705,2014
Kepler-213 c,2071,6.08 Earths,13.705,2014
Kepler-20 f,922,14.3 Earths,12.61,2011
Kepler-20 g,922,19.96 Earths,12.61,2016
Kepler-210 b,759,8.96 Earths,14.126,2014
Kepler-210 c,759,12.8 Earths,14.126,2014
Kepler-211 b,1009,2.13 Earths,13.448,2014
Kepler-211 c,1009,18.3 Earths,13.448,2014
Kepler-212 b,2242,1.32 Earths,13.129,2014
Kepler-212 c,2242,7.95 Earths,13.129,2014
Kepler-213 b,2071,3.26 Earths,13.705,2014
Kepler-213 c,2071,6.08 Earths,13.705,2014
Kepler-214 b,3942,7.32 Earths,14.057,2014
Kepler-214 c,3942,5.18 Earths,14.057,2014
Kepler-215 b,1585,3.26 Earths,13.678,2014
Kepler-215 c,1585,3.78 Earths,13.678,2014
Kepler-215 d,1585,23.6 Earths,13.678,2014
Kepler-215 e,1585,3.71 Earths,13.678,2014
Kepler-216 b,3874,6.12 Earths,14.054,2014
Kepler-216 c,3874,9.48 Earths,14.054,2014
Kepler-217 b,3603,5.6 Earths,13.155,2014
Kepler-217 c,3603,4.08 Earths,13.155,2014
Kepler-217 d,3603,2.3 Earths,13.155,2016
Kepler-218 b,2141,2.79 Earths,14.035,2014
Kepler-218 c,2141,10 Earths,14.035,2014
Kepler-218 d,2141,7.56 Earths,14.035,2016
Kepler-219 b,2567,9.01 Earths,13.823,2014
Kepler-219 c,2567,12.5 Earths,13.823,2014
Kepler-219 d,2567,19.1 Earths,13.823,2014
Kepler-21 b,354,5.08 Earths,8.25,2012
Kepler-220 b,558,0.457 Earths,13.049,2014
Kepler-220 c,558,3.09 Earths,13.049,2014
Kepler-217 d,3603,2.3 Earths,13.155,2016
Kepler-218 b,2141,2.79 Earths,14.035,2014
Kepler-218 c,2141,10 Earths,14.035,2014
Kepler-218 d,2141,7.56 Earths,14.035,2016
Kepler-219 b,2567,9.01 Earths,13.823,2014
Kepler-219 c,2567,12.5 Earths,13.823,2014
Kepler-219 d,2567,19.1 Earths,13.823,2014
Kepler-21 b,354,5.08 Earths,8.25,2012
Kepler-220 b,558,0.457 Earths,13.049,2014
Kepler-220 c,558,3.09 Earths,13.049,2014
Kepler-220 d,558,0.904 Earths,13.049,2014
Kepler-220 e,558,2.33 Earths,13.049,2014
Kepler-221 b,1257,3.57 Earths,13.97,2014
Kepler-221 c,1257,15.1 Earths,13.97,2014
Kepler-221 d,1257,7.9 Earths,13.97,2014
Kepler-221 e,1257,7.41 Earths,13.97,2014
Kepler-222 b,2475,10.1 Earths,15.407,2014
Kepler-222 c,2475,19.4 Earths,15.407,2014
Kepler-222 d,2475,13.2 Earths,15.407,2014
Kepler-223 b,6066,7.4 Earths,15.69,2014
Kepler-223 c,6066,5.1 Earths,15.69,2014
Kepler-223 d,6066,8 Earths,15.69,2014
Kepler-223 e,6066,4.8 Earths,15.69,2014
Kepler-224 b,2551,2.51 Earths,15.801,2014
Kepler-224 c,2551,9.91 Earths,15.801,2014
Kepler-224 d,2551,5.9 Earths,15.801,2014
Kepler-224 e,2551,4.54 Earths,15.801,2014
Kepler-225 b,1830,1.87 Earths,16.294,2014
Kepler-225 c,1830,4.04 Earths,16.294,2014
Kepler-226 b,3197,24 Earths,15.563,2014
Kepler-226 c,3197,0.142 Jupiters,15.563,2014
Kepler-226 d,3197,1.98 Earths,15.563,2014
Kepler-227 b,3533,9.85 Earths,15.623,2014
Kepler-227 c,3533,9.48 Earths,15.623,2014
Kepler-228 b,5365,2.96 Earths,15.902,2014
Kepler-228 c,5365,7.75 Earths,15.902,2014
Kepler-228 d,5365,15.4 Earths,15.902,2014
Kepler-229 b,2695,5.48 Earths,16.22,2014
Kepler-229 c,2695,21.5 Earths,16.22,2014
Kepler-229 d,2695,14.2 Earths,16.22,2014
Kepler-226 c,3197,0.142 Jupiters,15.563,2014
Kepler-226 d,3197,1.98 Earths,15.563,2014
Kepler-227 b,3533,9.85 Earths,15.623,2014
Kepler-227 c,3533,9.48 Earths,15.623,2014
Kepler-228 b,5365,2.96 Earths,15.902,2014
Kepler-228 c,5365,7.75 Earths,15.902,2014
Kepler-228 d,5365,15.4 Earths,15.902,2014
Kepler-229 b,2695,5.48 Earths,16.22,2014
Kepler-229 c,2695,21.5 Earths,16.22,2014
Kepler-229 d,2695,14.2 Earths,16.22,2014
Kepler-226 c,3197,0.142 Jupiters,15.563,2014
Kepler-226 d,3197,1.98 Earths,15.563,2014
Kepler-227 b,3533,9.85 Earths,15.623,2014
Kepler-227 c,3533,9.48 Earths,15.623,2014
Kepler-228 b,5365,2.96 Earths,15.902,2014
Kepler-228 c,5365,7.75 Earths,15.902,2014
Kepler-228 d,5365,15.4 Earths,15.902,2014
Kepler-229 b,2695,5.48 Earths,16.22,2014
Kepler-229 c,2695,21.5 Earths,16.22,2014
Kepler-229 d,2695,14.2 Earths,16.22,2014
Kepler-22 b,635,36 Earths,11.751,2011
Kepler-230 b,2416,16.8 Earths,15.264,2014
Kepler-230 c,2416,4.82 Earths,15.264,2014
Kepler-231 b,1033,35.4 Earths,15.813,2014
Kepler-231 c,1033,24.1 Earths,15.813,2014
Kepler-232 b,4401,9.69 Earths,15.565,2014
Kepler-232 c,4401,14 Earths,15.565,2014
Kepler-233 b,2794,6.48 Earths,15.477,2014
Kepler-233 c,2794,7.8 Earths,15.477,2014
Kepler-234 b,5653,13.2 Earths,15.747,2014
Kepler-234 c,5653,12.1 Earths,15.747,2014
Kepler-235 b,1396,5.6 Earths,16.567,2014
Kepler-235 c,1396,2.18 Earths,16.567,2014
Kepler-235 d,1396,4.86 Earths,16.567,2014
Kepler-235 e,1396,5.56 Earths,16.567,2014
Kepler-236 b,942,3.09 Earths,16.014,2014
Kepler-236 c,942,4.66 Earths,16.014,2014
Kepler-237 b,2146,2.57 Earths,15.689,2014
Kepler-237 c,2146,4.98 Earths,15.689,2014
Kepler-238 b,5868,3.64 Earths,15.297,2014
Kepler-234 c,5653,12.1 Earths,15.747,2014
Kepler-235 b,1396,5.6 Earths,16.567,2014
Kepler-235 c,1396,2.18 Earths,16.567,2014
Kepler-235 d,1396,4.86 Earths,16.567,2014
Kepler-235 e,1396,5.56 Earths,16.567,2014
Kepler-236 b,942,3.09 Earths,16.014,2014
Kepler-236 c,942,4.66 Earths,16.014,2014
Kepler-237 b,2146,2.57 Earths,15.689,2014
Kepler-237 c,2146,4.98 Earths,15.689,2014
Kepler-238 b,5868,3.64 Earths,15.297,2014
Kepler-238 c,5868,6.3 Earths,15.297,2014
Kepler-238 d,5868,9.64 Earths,15.297,2014
Kepler-238 e,5868,0.534 Jupiters,15.297,2013
Kepler-238 f,5868,13.5 Earths,15.297,2013
Kepler-239 b,2114,6.04 Earths,15.252,2014
Kepler-239 c,2114,6.85 Earths,15.252,2014
Kepler-23 b,2726,0.8 Jupiters,13.567,2011
Kepler-23 c,2726,2.7 Jupiters,13.567,2011
Kepler-23 d,2726,17.6 Earths,13.567,2014
Kepler-240 b,2436,2.45 Earths,15.953,2014
Kepler-240 c,2436,0.322 Jupiters,15.953,2014
Kepler-241 b,1670,6.04 Earths,15.708,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-240 c,2436,0.322 Jupiters,15.953,2014
Kepler-241 b,1670,6.04 Earths,15.708,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-24 e,3774,8.15 Earths,15.04,2014
Kepler-250 b,2481,1.51 Earths,15.819,2014
Kepler-250 c,2481,5.82 Earths,15.819,2014
Kepler-250 d,2481,5.39 Earths,15.819,2014
Kepler-251 b,3016,2.33 Earths,15.541,2014
Kepler-251 c,3016,8.1 Earths,15.541,2014
Kepler-251 d,3016,8.1 Earths,15.541,2014
Kepler-251 e,3016,8.1 Earths,15.541,2014
Kepler-252 b,1238,2.04 Earths,15.406,2014
Kepler-252 c,1238,5.27 Earths,15.406,2014
Kepler-253 b,2735,3.29 Earths,15.778,2014
Kepler-253 c,2735,7.51 Earths,15.778,2014
Kepler-253 d,2735,10.2 Earths,15.778,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
Kepler-256 d,3348,6.71 Earths,15.178,2014
Kepler-256 e,3348,6.12 Earths,15.178,2014
Kepler-254 b,4532,14.3 Earths,16.012,2014
Kepler-254 c,4532,3.2 Earths,16.012,2014
Kepler-254 d,4532,6.8 Earths,16.012,2014
Kepler-255 b,3433,3.02 Earths,15.699,2014
Kepler-255 c,3433,9.22 Earths,15.699,2014
Kepler-255 d,3433,2.3 Earths,15.699,2016
Kepler-256 b,3348,3.15 Earths,15.178,2014
Kepler-256 c,3348,5.27 Earths,15.178,2014
